DateTime,Latitude,Longitude,Depth,Magnitude,MagType,NbStations,Gap,Distance,RMS,Source,EventID,Version
2012-02-25T20:43:12.550+00:00,-5.479,152.851,45.3,4.8,mb,67,149,,0.92,pde,pde20120225204312550_45,1363392576815
2012-02-25T21:06:04.690+00:00,-18.080,-179.285,614.7,4.7,mb,133,54,,0.94,pde,pde20120225210604690_614,1363392576829
2012-02-25T22:49:43.570+00:00,-24.906,-177.063,57.1,4.6,mb,21,117,,0.98,pde,pde20120225224943570_57,1363392576846
2012-02-25T23:36:35.140+00:00,-24.949,-177.062,62.7,4.0,mb,13,94,,0.91,pde,pde20120225233635140_62,1363392576851
2012-02-25T23:39:30.950+00:00,-24.956,-177.176,72.5,4.2,mb,22,94,,1.24,pde,pde20120225233930950_72,1363392576903
2012-02-26T00:07:49.060+00:00,0.785,124.112,195.6,4.8,mb,50,67,,0.95,pde,pde20120226000749060_195,1363392580538
2012-02-26T00:29:28.690+00:00,-21.398,-66.634,209.4,4.6,mb,67,39,,1.05,pde,pde20120226002928690_209,1363392581075
2012-02-26T00:38:32.640+00:00,-24.782,-177.028,10.0,4.5,mb,18,131,,1.08,pde,pde20120226003832640_10,1363392581173
2012-02-26T00:42:45.800+00:00,-24.632,-177.133,10.0,4.1,mb,16,117,,1.05,pde,pde20120226004245800_10,1363392581193
2012-02-26T01:09:06.930+00:00,-24.550,-176.900,10.0,4.4,mb,11,131,,0.90,pde,pde20120226010906930_10,1363392581210
2012-02-26T01:24:50.300+00:00,-24.758,-176.769,10.0,4.4,mb,15,122,,0.56,pde,pde20120226012450300_10,1363392581287
2012-02-26T01:45:10.090+00:00,-25.054,-177.015,10.0,4.1,mb,13,131,,1.33,pde,pde20120226014510090_10,1363392581350
2012-02-26T02:09:28.360+00:00,-24.682,-177.259,10.0,4.2,mb,12,144,,0.48,pde,pde20120226020928360_10,1363392581525
2012-02-26T02:21:14.070+00:00,-24.695,-177.163,10.0,4.4,mb,19,118,,1.01,pde,pde20120226022114070_10,1363392581725
2012-02-26T02:35:00.530+00:00,22.661,120.891,28.0,5.9,mww,386,12,,0.84,pde,pde20120226023500530_28,1363392581761
2012-02-26T02:42:47.130+00:00,-30.859,-177.848,19.9,4.7,mb,40,121,,0.82,pde,pde20120226024247130_19,1363392582110
2012-02-26T02:46:21.280+00:00,-24.477,-177.500,10.0,5.5,mwc,116,120,,1.44,pde,pde20120226024621280_10,1363392582198
2012-02-26T03:29:43.590+00:00,-24.971,-177.005,23.8,4.8,mb,33,117,,0.91,pde,pde20120226032943590_23,1363392582296
2012-02-26T03:54:31.300+00:00,13.681,120.866,110.8,4.3,mb,46,116,,0.73,pde,pde20120226035431300_110,1363392582312
2012-02-26T04:00:02.030+00:00,-24.063,-177.397,10.0,4.6,mb,27,140,,1.38,pde,pde20120226040002030_10,1363392582348
2012-02-26T04:02:36.240+00:00,-25.577,-176.574,10.0,4.1,mb,9,215,,0.97,pde,pde20120226040236240_10,1363392582401
2012-02-26T04:23:06.120+00:00,-24.927,-176.874,10.0,4.2,mb,18,131,,1.10,pde,pde20120226042306120_10,1363392582452
2012-02-26T04:33:06.090+00:00,-26.946,-175.779,35.0,4.3,mb,15,128,,0.95,pde,pde20120226043306090_35,1363392582508
2012-02-26T04:46:15.200+00:00,18.165,-100.333,55.0,4.0,md,7,89,,,pde,pde20120226044615200_55,1363392582527
2012-02-26T04:51:46.620+00:00,-24.404,-177.248,18.8,4.4,mb,25,92,,0.73,pde,pde20120226045146620_18,1363392582543
2012-02-26T05:08:54.320+00:00,-24.654,-177.068,10.0,4.9,mb,44,57,,1.08,pde,pde20120226050854320_10,1363392582583
2012-02-26T05:21:24.630+00:00,-24.495,-177.238,10.0,6.0,mww,271,24,,1.22,pde,pde20120226052124630_10,1363392582615
2012-02-26T05:24:59.260+00:00,-32.495,-177.730,39.0,5.6,mb,362,23,,0.84,pde,pde20120226052459260_39,1363392582752
2012-02-26T05:59:18.560+00:00,-24.758,-177.396,10.0,4.8,mb,62,119,,1.54,pde,pde20120226055918560_10,1363392583023
2012-02-26T06:08:24.990+00:00,29.434,64.416,93.6,4.7,mb,89,96,,0.90,pde,pde20120226060824990_93,1363392583043
2012-02-26T06:17:19.760+00:00,51.708,95.991,12.0,6.7,mww,596,13,,0.92,pde,pde20120226061719760_12,1363392583068
2012-02-26T06:52:41.810+00:00,52.112,95.690,10.0,4.9,mb,56,152,,1.03,pde,pde20120226065241810_10,1363392583286
2012-02-26T07:05:34.240+00:00,42.609,144.570,47.3,4.6,mb,49,132,,0.91,pde,pde20120226070534240_47,1363392583332
2012-02-26T08:08:52.950+00:00,-18.811,-69.290,108.5,5.4,mb,232,43,,0.99,pde,pde20120226080852950_108,1363392583341
2012-02-26T08:16:57.760+00:00,51.631,95.873,10.0,4.2,mb,34,72,,1.08,pde,pde20120226081657760_10,1363392583396
2012-02-26T08:43:05.650+00:00,51.663,95.975,10.0,4.0,mb,21,68,,1.12,pde,pde20120226084305650_10,1363392583411
2012-02-26T09:07:01.880+00:00,-24.939,-177.284,10.7,4.4,mb,17,145,,0.84,pde,pde20120226090701880_10,1363392583418
2012-02-26T09:16:12.130+00:00,-24.805,-177.189,10.0,4.5,mb,24,118,,1.34,pde,pde20120226091612130_10,1363392583428
2012-02-26T09:23:09.690+00:00,-24.739,-177.234,10.0,5.0,mb,66,118,,1.08,pde,pde20120226092309690_10,1363392583434
2012-02-26T09:43:19.320+00:00,-24.766,-177.030,10.0,4.6,mb,32,117,,1.13,pde,pde20120226094319320_10,1363392583445
2012-02-26T10:00:37.420+00:00,11.341,-86.567,77.6,4.7,mb,133,94,,0.96,pde,pde20120226100037420_77,1363392583451
2012-02-26T10:34:50.890+00:00,-24.108,-177.403,8.3,4.6,mb,36,103,,1.37,pde,pde20120226103450890_8,1363392583510
2012-02-26T10:45:35.910+00:00,-25.278,-177.069,10.0,4.7,mb,17,112,,1.16,pde,pde20120226104535910_10,1363392583519
2012-02-26T10:46:37.410+00:00,23.587,144.625,21.3,4.8,mb,37,78,,1.06,pde,pde20120226104637410_21,1363392583562
2012-02-26T11:03:18.890+00:00,-24.855,-177.276,10.0,4.6,mb,27,134,,1.16,pde,pde20120226110318890_10,1363392583629
2012-02-26T11:07:41.200+00:00,51.693,96.084,10.0,5.1,mb,299,44,,0.76,pde,pde20120226110741200_10,1363392583637
2012-02-26T11:17:02.950+00:00,-24.869,-177.222,10.0,5.1,mb,162,52,,0.79,pde,pde20120226111702950_10,1363392583766
2012-02-26T11:20:33.140+00:00,-24.590,-177.269,10.0,4.8,mb,40,86,,0.97,pde,pde20120226112033140_10,1363392583803
2012-02-26T11:27:55.320+00:00,51.277,96.590,10.0,4.7,mb,19,136,,1.14,pde,pde20120226112755320_10,1363392583822
2012-02-26T11:36:00.740+00:00,51.368,96.583,10.0,4.6,mb,26,134,,1.24,pde,pde20120226113600740_10,1363392583838
2012-02-26T11:46:18.870+00:00,51.345,96.415,10.0,4.1,mb,22,135,,1.43,pde,pde20120226114618870_10,1363392583894
2012-02-26T11:50:51.980+00:00,51.524,96.059,10.0,4.4,mb,39,102,,1.09,pde,pde20120226115051980_10,1363392583902
2012-02-26T11:59:06.800+00:00,51.687,95.981,15.8,5.2,mb,348,38,,0.80,pde,pde20120226115906800_15,1363392583911
2012-02-26T12:12:23.460+00:00,-24.796,-177.459,10.0,5.0,mb,75,76,,0.96,pde,pde20120226121223460_10,1363392583999
2012-02-26T12:50:23.070+00:00,51.763,96.208,10.0,4.8,mb,63,71,,0.99,pde,pde20120226125023070_10,1363392584011
2012-02-26T13:06:36.610+00:00,51.785,95.900,10.0,4.9,mb,99,55,,0.91,pde,pde20120226130636610_10,1363392584021
2012-02-26T13:13:04.900+00:00,-19.379,168.997,85.6,4.8,mb,96,96,,0.93,pde,pde20120226131304900_85,1363392584114
2012-02-26T13:17:31.520+00:00,51.625,95.876,10.0,4.5,mb,34,72,,1.24,pde,pde20120226131731520_10,1363392584151
2012-02-26T13:27:14.620+00:00,2.493,128.600,231.0,4.9,mb,137,31,,0.84,pde,pde20120226132714620_231,1363392584158
2012-02-26T13:44:53.990+00:00,51.574,95.984,10.0,4.4,mb,45,56,,0.90,pde,pde20120226134453990_10,1363392584181
2012-02-26T13:49:59.050+00:00,-24.672,-177.205,15.1,5.1,mb,159,95,,0.95,pde,pde20120226134959050_15,1363392584192
2012-02-26T14:29:21.840+00:00,51.667,-175.355,45.3,4.7,mb,247,64,,0.93,pde,pde20120226142921840_45,1363392584230
2012-02-26T15:23:25.740+00:00,51.285,96.536,10.0,4.0,mb,21,103,,1.38,pde,pde20120226152325740_10,1363392584315
2012-02-26T16:03:11.310+00:00,-25.052,-176.852,10.0,4.6,mb,18,130,,1.04,pde,pde20120226160311310_10,1363392584326
2012-02-26T16:13:16.990+00:00,-24.513,-177.289,22.3,4.9,mb,98,121,,0.98,pde,pde20120226161316990_22,1363392584331
2012-02-26T16:27:14.790+00:00,-18.036,-178.480,592.6,5.0,mb,323,32,,0.78,pde,pde20120226162714790_592,1363392584372
2012-02-26T16:28:31.860+00:00,-25.159,-176.946,10.0,5.2,mb,33,75,,1.34,pde,pde20120226162831860_10,1363392584439
2012-02-26T17:21:39.350+00:00,51.780,96.407,10.0,4.2,mb,39,60,,1.17,pde,pde20120226172139350_10,1363392584529
2012-02-26T17:58:46.120+00:00,57.946,-142.671,5.5,4.0,mb,92,139,,,pde,pde20120226175846120_5,1363392584555
2012-02-26T19:19:11.570+00:00,-24.874,-177.170,27.7,4.8,mb,34,118,,1.13,pde,pde20120226191911570_27,1363392584580
2012-02-26T19:37:09.240+00:00,-24.849,-177.305,14.7,5.1,mb,84,76,,1.16,pde,pde20120226193709240_14,1363392584587
2012-02-26T19:59:29.820+00:00,51.650,96.054,10.0,4.7,mb,59,55,,1.16,pde,pde20120226195929820_10,1363392584608
2012-02-26T21:42:33.160+00:00,2.216,124.129,317.6,4.8,mb,40,81,,1.14,pde,pde20120226214233160_317,1363392584623
2012-02-26T22:37:55.790+00:00,44.538,6.658,2.0,4.2,mwr,172,34,,,pde,pde20120226223755790_2,1363392584638
2012-02-26T22:50:20.240+00:00,-19.287,167.793,33.2,4.9,mb,58,101,,0.83,pde,pde20120226225020240_33,1363392584888
2012-02-26T23:08:47.640+00:00,29.682,81.086,35.0,4.4,mb,53,98,,0.98,pde,pde20120226230847640_35,1363392584913
2012-02-26T23:23:52.130+00:00,51.787,95.981,10.0,4.2,mb,16,130,,1.06,pde,pde20120226232352130_10,1363392584921
2012-02-26T23:42:23.800+00:00,62.227,-145.650,16.3,4.2,mwr,161,18,,,pde,pde20120226234223800_16,1363392584925
2012-02-26T23:54:22.510+00:00,-13.661,166.451,57.8,4.2,mb,14,162,,0.95,pde,pde20120226235422510_57,1363392585062
2012-02-27T00:11:06.700+00:00,10.560,-63.620,5.8,4.3,mw,33,66,,,pde,pde20120227001106700_5,1363392585164
2012-02-27T00:33:49.070+00:00,-6.535,154.871,90.6,5.0,mb,50,68,,0.98,pde,pde20120227003349070_90,1363392585172
2012-02-27T01:11:48.390+00:00,23.873,123.355,40.1,5.2,mb,179,57,,0.97,pde,pde20120227011148390_40,1363392585193
2012-02-27T01:12:16.950+00:00,47.738,87.299,10.0,4.1,mb,17,163,,1.44,pde,pde20120227011216950_10,1363392585219
2012-02-27T01:35:04.480+00:00,-24.798,-177.265,10.0,4.8,mb,50,118,,1.31,pde,pde20120227013504480_10,1363392585260
2012-02-27T02:25:38.210+00:00,40.623,142.767,49.8,4.7,mb,90,134,,0.85,pde,pde20120227022538210_49,1363392585282
2012-02-27T02:37:28.540+00:00,-15.998,-69.464,241.4,4.3,mb,14,113,,1.12,pde,pde20120227023728540_241,1363392585296
2012-02-27T02:54:56.140+00:00,51.607,95.968,10.0,4.7,mb,64,96,,1.11,pde,pde20120227025456140_10,1363392585300
2012-02-27T03:01:50.400+00:00,-24.734,-177.122,10.0,5.0,mb,63,52,,1.01,pde,pde20120227030150400_10,1363392585310
2012-02-27T03:08:34.320+00:00,2.453,93.009,10.0,4.6,mb,18,171,,0.69,pde,pde20120227030834320_10,1363392585409
2012-02-27T03:35:14.380+00:00,-52.921,10.361,10.0,4.9,mb,38,97,,0.88,pde,pde20120227033514380_10,1363392585418
2012-02-27T03:43:05.030+00:00,49.272,155.843,67.2,5.0,mb,45,169,,0.74,pde,pde20120227034305030_67,1363392585427
2012-02-27T05:07:48.350+00:00,46.922,152.740,67.5,5.4,mb,423,75,,0.69,pde,pde20120227050748350_67,1363392585446
2012-02-27T05:19:03.980+00:00,12.249,92.683,39.8,4.6,mb,58,82,,0.62,pde,pde20120227051903980_39,1363392585545
2012-02-27T06:16:49.350+00:00,-34.739,-16.168,10.0,4.9,mb,122,48,,0.88,pde,pde20120227061649350_10,1363392585625
2012-02-27T07:11:12.130+00:00,-24.936,-177.258,10.0,4.9,mb,78,76,,0.92,pde,pde20120227071112130_10,1363392585675
2012-02-27T08:56:05.560+00:00,51.540,96.046,10.0,4.0,mb,36,102,,0.80,pde,pde20120227085605560_10,1363392585686
2012-02-27T08:59:53.780+00:00,23.918,123.382,37.6,4.9,mb,40,138,,0.85,pde,pde20120227085953780_37,1363392585717
2012-02-27T10:08:54.430+00:00,-17.098,-174.177,163.7,4.6,mb,40,64,,0.87,pde,pde20120227100854430_163,1363392585740
2012-02-27T10:53:38.420+00:00,-7.823,106.792,61.0,4.2,mb,40,109,,1.06,pde,pde20120227105338420_61,1363392585774
2012-02-27T11:32:03.590+00:00,39.873,142.217,60.6,4.6,mb,61,131,,0.79,pde,pde20120227113203590_60,1363392585788
2012-02-27T11:58:03.910+00:00,3.199,128.273,106.3,4.7,mb,67,115,,0.74,pde,pde20120227115803910_106,1363392585798
2012-02-27T12:54:35.790+00:00,51.623,95.989,23.8,4.5,mb,64,59,,0.91,pde,pde20120227125435790_23,1363392585809
2012-02-27T13:54:53.450+00:00,-20.481,-177.927,537.0,4.8,mb,274,38,,0.76,pde,pde20120227135453450_537,1363392585882
2012-02-27T14:34:21.870+00:00,-24.757,-177.123,10.0,5.1,mb,94,72,,0.94,pde,pde20120227143421870_10,1363392585963
2012-02-27T14:49:42.170+00:00,51.655,96.398,10.0,4.2,mb,21,102,,1.30,pde,pde20120227144942170_10,1363392586031
2012-02-27T14:54:43.990+00:00,-24.688,-177.229,10.0,5.1,mb,179,59,,0.88,pde,pde20120227145443990_10,1363392586074
2012-02-27T14:57:03.550+00:00,-23.448,-177.743,10.0,4.7,mb,11,203,,1.31,pde,pde20120227145703550_10,1363392586108
2012-02-27T16:14:12.880+00:00,12.870,-89.039,7.7,4.6,mb,29,172,,1.07,pde,pde20120227161412880_7,1363392586206
2012-02-27T16:29:25.420+00:00,25.511,127.182,39.0,5.0,mb,85,77,,0.95,pde,pde20120227162925420_39,1363392586211
2012-02-27T16:29:52.760+00:00,25.841,127.044,29.3,4.9,mb,15,147,,0.43,pde,pde20120227162952760_29,1363392586226
2012-02-27T16:30:35.860+00:00,38.568,141.748,69.0,4.7,mb,118,108,,0.77,pde,pde20120227163035860_69,1363392586230
2012-02-27T16:31:21.400+00:00,44.488,6.685,,4.1,ml,72,48,,,pde,pde20120227163121400_0,1363392586249
2012-02-27T18:48:55.300+00:00,31.428,56.778,10.0,5.2,mb,211,51,,,pde,pde20120227184855300_10,1363392586259
2012-02-27T19:31:51.720+00:00,25.557,127.096,42.2,5.4,mwc,351,29,,0.90,pde,pde20120227193151720_42,1363392586311
2012-02-27T19:39:18.920+00:00,51.556,96.092,10.0,4.8,mb,27,87,,0.91,pde,pde20120227193918920_10,1363392586382
2012-02-27T19:53:04.550+00:00,-24.437,-176.635,10.0,4.2,mb,8,150,,1.20,pde,pde20120227195304550_10,1363392586391
2012-02-27T19:56:56.490+00:00,25.559,127.158,41.7,4.8,mb,92,126,,0.82,pde,pde20120227195656490_41,1363392586393
2012-02-27T20:09:24.400+00:00,25.506,127.053,27.8,4.6,mb,17,141,,0.34,pde,pde20120227200924400_27,1363392586446
2012-02-27T20:11:20.920+00:00,25.501,127.129,39.2,4.8,mb,94,134,,0.93,pde,pde20120227201120920_39,1363392586450
2012-02-27T20:12:11.840+00:00,-20.388,-178.692,601.5,4.9,mb,315,38,,0.92,pde,pde20120227201211840_601,1363392586571
2012-02-28T03:03:37.890+00:00,-15.742,168.421,240.1,4.9,mb,39,73,,0.92,pde,pde20120228030337890_240,1363392586789
2012-02-28T04:20:58.410+00:00,12.316,144.043,10.0,4.8,mb,34,80,,0.95,pde,pde20120228042058410_10,1363392586798
2012-02-28T04:40:28.660+00:00,36.321,142.118,6.3,4.9,mb,166,112,,0.88,pde,pde20120228044028660_6,1363392586804
2012-02-28T04:51:07.320+00:00,36.256,142.105,43.1,4.8,mb,99,75,,0.90,pde,pde20120228045107320_43,1363392586830
2012-02-28T05:20:48.520+00:00,36.373,141.023,12.8,5.0,mb,248,64,,0.96,pde,pde20120228052048520_12,1363392586881
2012-02-28T05:33:32.540+00:00,49.262,156.100,47.9,5.1,mb,341,71,,0.74,pde,pde20120228053332540_47,1363392586983
2012-02-28T07:54:11.000+00:00,-21.022,-69.100,107.5,4.5,mb,24,58,,,pde,pde20120228075411000_107,1363392587119
2012-02-28T08:07:11.250+00:00,-52.388,12.852,10.0,4.6,mb,32,96,,0.95,pde,pde20120228080711250_10,1363392587174
2012-02-28T09:12:38.460+00:00,32.101,142.541,10.0,4.2,mb,29,116,,1.48,pde,pde20120228091238460_10,1363392587191
2012-02-28T10:51:43.530+00:00,-4.694,102.303,35.0,4.1,mb,16,206,,0.75,pde,pde20120228105143530_35,1363392587195
2012-02-28T11:23:24.490+00:00,-30.410,-176.756,10.0,4.3,mb,12,118,,1.41,pde,pde20120228112324490_10,1363392587200
2012-02-28T13:02:30.140+00:00,-7.021,156.005,85.8,4.8,mb,55,57,,1.01,pde,pde20120228130230140_85,1363392587204
2012-02-28T14:30:10.410+00:00,43.233,145.720,98.4,4.7,mb,62,136,,0.98,pde,pde20120228143010410_98,1363392587213
2012-02-28T15:07:35.040+00:00,28.200,139.391,504.2,5.6,mwb,498,16,,0.75,pde,pde20120228150735040_504,1363392587223
2012-02-28T15:24:21.100+00:00,49.115,156.127,41.8,5.0,mb,196,108,,0.90,pde,pde20120228152421100_41,1363392587983
2012-02-28T16:23:03.400+00:00,31.828,131.639,52.1,4.6,mb,57,64,,0.97,pde,pde20120228162303400_52,1363392588471
2012-02-28T16:57:23.440+00:00,35.501,141.052,28.5,4.4,mb,36,112,,0.89,pde,pde20120228165723440_28,1363392588884
2012-02-28T17:00:02.570+00:00,54.558,168.566,20.6,4.6,mb,115,95,,0.93,pde,pde20120228170002570_20,1363392588906
2012-02-28T18:05:21.070+00:00,49.236,156.100,44.1,4.8,mb,148,133,,0.95,pde,pde20120228180521070_44,1363392588920
2012-02-28T18:11:34.140+00:00,-29.834,-177.711,49.0,4.9,mb,79,67,,1.34,pde,pde20120228181134140_49,1363392588991
2012-02-28T18:27:23.220+00:00,51.831,95.742,10.0,4.3,mb,22,123,,1.38,pde,pde20120228182723220_10,1363392589008
2012-02-28T18:35:05.510+00:00,-4.796,101.674,19.2,4.7,mb,33,113,,0.88,pde,pde20120228183505510_19,1363392589012
2012-02-28T18:46:23.740+00:00,-22.084,-175.419,10.0,5.0,mb,15,208,,1.52,pde,pde20120228184623740_10,1363392589018
2012-02-28T18:51:09.400+00:00,27.441,57.646,35.0,4.3,mb,63,91,,1.28,pde,pde20120228185109400_35,1363392589022
2012-02-28T19:00:55.430+00:00,-40.191,173.516,181.8,4.1,ml,94,131,,,pde,pde20120228190055430_181,1363392589141
2012-02-28T19:13:56.120+00:00,-2.051,100.762,71.1,4.5,mb,58,176,,0.95,pde,pde20120228191356120_71,1363392589156
2012-02-28T20:36:08.310+00:00,25.492,127.093,20.7,4.6,mb,28,141,,0.54,pde,pde20120228203608310_20,1363392589226
2012-02-28T20:55:07.950+00:00,25.545,127.152,8.4,4.7,mb,89,127,,0.84,pde,pde20120228205507950_8,1363392589231
2012-02-28T20:55:46.610+00:00,23.999,94.613,54.9,4.6,mb,95,74,,0.78,pde,pde20120228205546610_54,1363392589308
2012-02-28T22:52:37.850+00:00,37.203,144.137,10.0,5.4,mb,285,48,,0.88,pde,pde20120228225237850_10,1363392589317
2012-02-28T23:18:53.800+00:00,32.503,46.913,22.3,4.5,mb,115,58,,,pde,pde20120228231853800_22,1363392589352
2012-02-28T23:26:16.880+00:00,18.280,119.620,31.8,4.4,mb,25,115,,0.81,pde,pde20120228232616880_31,1363392589366
2012-02-28T23:52:33.640+00:00,-7.420,128.206,153.8,4.8,mb,95,28,,0.85,pde,pde20120228235233640_153,1363392589370
2012-02-29T00:16:08.990+00:00,37.219,144.208,35.0,4.4,mb,38,136,,0.92,pde,pde20120229001608990_35,1363392589411
2012-02-29T01:22:52.650+00:00,49.282,156.200,46.8,5.0,mb,239,87,,0.91,pde,pde20120229012252650_46,1363392589418
2012-02-29T01:27:30.600+00:00,32.226,-115.300,8.0,4.2,ml,89,62,,,pde,pde20120229012730600_8,1363392589519
2012-02-29T02:00:40.540+00:00,25.566,127.134,46.3,4.7,mb,32,136,,0.78,pde,pde20120229020040540_46,1363392589607
2012-02-29T02:09:42.800+00:00,51.611,96.118,17.5,4.5,mb,21,104,,0.86,pde,pde20120229020942800_17,1363392589622
2012-02-29T02:55:47.150+00:00,51.772,95.637,10.0,4.5,mb,19,69,,1.39,pde,pde20120229025547150_10,1363392589626
2012-02-29T05:10:43.000+00:00,32.457,46.930,5.0,4.9,mb,196,50,,,pde,pde20120229051043000_5,1363392589647
2012-02-29T05:11:34.860+00:00,-13.394,24.222,10.0,4.1,mb,10,76,,1.08,pde,pde20120229051134860_10,1363392589664
2012-02-29T05:19:32.440+00:00,49.195,156.086,50.8,4.7,mb,47,110,,0.66,pde,pde20120229051932440_50,1363392589667
2012-02-29T05:36:01.590+00:00,-17.811,-178.697,545.6,4.5,mb,165,73,,0.81,pde,pde20120229053601590_545,1363392589671
2012-02-29T07:05:12.110+00:00,-12.543,166.487,80.7,5.1,mb,159,27,,0.96,pde,pde20120229070512110_80,1363392589722
2012-02-29T07:34:25.650+00:00,49.192,156.205,49.1,4.7,mb,82,138,,0.82,pde,pde20120229073425650_49,1363392589740
2012-02-29T07:57:38.000+00:00,38.703,92.805,10.0,4.1,mb,52,102,,0.69,pde,pde20120229075738000_10,1363392589791
2012-02-29T09:00:05.370+00:00,37.305,141.513,45.0,5.2,mb,329,46,,0.77,pde,pde20120229090005370_45,1363392589798
2012-02-29T09:54:01.320+00:00,11.212,-86.727,35.0,4.6,mb,91,188,,1.04,pde,pde20120229095401320_35,1363392589844
2012-02-29T10:24:18.250+00:00,1.208,122.890,43.8,4.6,mb,53,66,,0.91,pde,pde20120229102418250_43,1363392589976
2012-02-29T10:40:31.470+00:00,-30.550,-176.198,10.0,4.7,mb,16,131,,1.00,pde,pde20120229104031470_10,1363392590050
2012-02-29T11:31:37.360+00:00,39.622,143.339,35.0,4.8,mb,96,131,,0.77,pde,pde20120229113137360_35,1363392590122
2012-02-29T11:36:35.590+00:00,49.259,156.103,42.5,5.1,mb,333,59,,0.87,pde,pde20120229113635590_42,1363392590136
2012-02-29T11:50:42.850+00:00,-3.619,139.820,35.0,4.1,mb,11,102,,1.28,pde,pde20120229115042850_35,1363392590215
2012-02-29T11:57:34.360+00:00,51.813,-171.362,45.0,4.4,mb,87,140,,,pde,pde20120229115734360_45,1363392590218
2012-02-29T12:03:18.830+00:00,51.618,96.014,10.0,4.7,mb,64,64,,0.87,pde,pde20120229120318830_10,1363392590269
2012-02-29T13:22:54.180+00:00,37.227,54.471,10.0,4.1,mb,39,69,,1.18,pde,pde20120229132254180_10,1363392590389
2012-02-29T13:28:14.870+00:00,-7.285,106.564,45.4,4.8,mb,112,104,,0.90,pde,pde20120229132814870_45,1363392590393
2012-02-29T14:11:06.300+00:00,19.316,145.483,140.7,4.8,mb,51,63,,0.98,pde,pde20120229141106300_140,1363392590407
2012-02-29T14:23:49.240+00:00,19.008,146.127,71.4,4.1,mb,26,104,,0.67,pde,pde20120229142349240_71,1363392590445
2012-02-29T14:32:47.830+00:00,35.200,141.001,26.2,5.6,mwb,465,18,,0.68,pde,pde20120229143247830_26,1363392590482
2012-02-29T15:18:47.620+00:00,38.762,43.222,3.8,4.3,mb,38,46,,,pde,pde20120229151847620_3,1363392590615
2012-02-29T16:03:57.290+00:00,-17.647,168.038,46.3,5.4,mwb,180,27,,0.79,pde,pde20120229160357290_46,1363392590621
2012-02-29T17:33:19.860+00:00,-5.433,103.235,50.8,4.5,mb,31,181,,0.56,pde,pde20120229173319860_50,1363392590832
2012-02-29T19:02:37.490+00:00,-43.576,172.390,11.7,4.2,ml,23,84,,,pde,pde20120229190237490_11,1363392590869
2012-02-29T19:43:03.920+00:00,-29.799,-176.060,39.7,4.3,mb,11,142,,0.57,pde,pde20120229194303920_39,1363392590887
2012-02-29T20:19:35.850+00:00,51.387,96.574,10.0,4.6,mb,46,77,,1.28,pde,pde20120229201935850_10,1363392590889
2012-02-29T20:24:05.660+00:00,27.842,142.699,48.4,4.3,mb,26,128,,1.13,pde,pde20120229202405660_48,1363392590895
2012-02-29T20:38:56.610+00:00,-15.159,-173.581,20.1,4.9,mb,78,67,,1.32,pde,pde20120229203856610_20,1363392590899
2012-02-29T20:44:33.650+00:00,-6.110,130.308,33.0,4.7,mb,45,65,,1.03,pde,pde20120229204433650_33,1363392590908
2012-02-29T21:59:37.940+00:00,-17.794,167.399,10.0,5.0,mb,97,100,,0.84,pde,pde20120229215937940_10,1363392590946
2012-02-29T22:32:35.610+00:00,36.427,140.448,74.9,5.4,mwc,244,60,,0.74,pde,pde20120229223235610_74,1363392590980
2012-02-29T23:50:46.420+00:00,-17.862,167.503,10.0,4.8,mb,41,118,,1.04,pde,pde20120229235046420_10,1363392591091
2012-03-01T00:16:01.060+00:00,37.210,144.154,22.1,5.0,mb,112,128,,0.86,pde,pde20120301001601060_22,1363392591096
2012-03-01T00:43:29.140+00:00,7.294,-36.001,10.0,4.8,mb,61,90,,1.39,pde,pde20120301004329140_10,1363392591153
2012-03-01T00:59:59.990+00:00,-17.893,167.450,5.4,5.1,mb,56,98,,1.51,pde,pde20120301005959990_5,1363392591166
2012-03-01T01:41:11.220+00:00,4.214,-76.539,117.1,4.7,mb,87,56,,0.96,pde,pde20120301014111220_117,1363392591174
2012-03-01T01:41:40.500+00:00,22.170,121.540,102.1,4.5,mb,33,143,,,pde,pde20120301014140500_102,1363392591190
2012-03-01T02:12:30.300+00:00,35.169,140.936,42.1,4.8,mb,130,59,,1.08,pde,pde20120301021230300_42,1363392591197
2012-03-01T03:25:16.040+00:00,36.749,141.157,50.3,4.6,mb,62,128,,0.72,pde,pde20120301032516040_50,1363392591217
2012-03-01T05:01:02.550+00:00,50.462,-130.201,10.0,4.1,mwr,57,209,,,pde,pde20120301050102550_10,1363392591374
2012-03-01T06:44:27.000+00:00,-38.331,-73.585,35.2,4.2,mb,21,150,,,pde,pde20120301064427000_35,1363392591386
2012-03-01T08:50:55.530+00:00,65.628,-174.164,10.0,4.5,mb,85,100,,0.93,pde,pde20120301085055530_10,1363392591402
2012-03-01T10:14:23.620+00:00,-37.563,177.136,139.0,4.2,ml,64,145,,,pde,pde20120301101423620_139,1363392591414
2012-03-01T10:43:56.500+00:00,13.995,-93.234,17.1,4.3,mb,37,158,,,pde,pde20120301104356500_17,1363392591482
2012-03-01T11:19:47.990+00:00,1.240,97.080,33.9,4.8,mb,61,159,,0.73,pde,pde20120301111947990_33,1363392591514
2012-03-01T14:49:31.770+00:00,-15.250,-173.756,10.0,4.3,mb,47,65,,1.29,pde,pde20120301144931770_10,1363392591578
